name,start,category,split,time,label
BNermhLzCLs,0,typing_on_computer_keyboard,train,4,N
bnLGYE7yroI,0,typing_on_computer_keyboard,train,0,Y
bnLGYE7yroI,0,typing_on_computer_keyboard,train,1,N
bnLGYE7yroI,0,typing_on_computer_keyboard,train,2,N
bnLGYE7yroI,0,typing_on_computer_keyboard,train,3,N
bnLGYE7yroI,0,typing_on_computer_keyboard,train,4,N
BQ-dwfQPVtI,0,typing_on_computer_keyboard,val,,Y
bwaO1GmMLWk,0,typing_on_computer_keyboard,train,0,Y
bwaO1GmMLWk,0,typing_on_computer_keyboard,train,1,N
bwaO1GmMLWk,0,typing_on_computer_keyboard,train,2,N
bwaO1GmMLWk,0,typing_on_computer_keyboard,train,3,N
bwaO1GmMLWk,0,typing_on_computer_keyboard,train,4,N
byUA01giSqQ,0,typing_on_computer_keyboard,train,0,Y
byUA01giSqQ,0,typing_on_computer_keyboard,train,1,N
byUA01giSqQ,0,typing_on_computer_keyboard,train,2,N
byUA01giSqQ,0,typing_on_computer_keyboard,train,3,N
byUA01giSqQ,0,typing_on_computer_keyboard,train,4,N
C0LIN6BdjFc,0,typing_on_computer_keyboard,train,0,Y
C0LIN6BdjFc,0,typing_on_computer_keyboard,train,1,N
C0LIN6BdjFc,0,typing_on_computer_keyboard,train,2,N
C0LIN6BdjFc,0,typing_on_computer_keyboard,train,3,N
C0LIN6BdjFc,0,typing_on_computer_keyboard,train,4,N
c3UPyEZ1yQY,0,typing_on_computer_keyboard,train,0,Y
c3UPyEZ1yQY,0,typing_on_computer_keyboard,train,1,N
c3UPyEZ1yQY,0,typing_on_computer_keyboard,train,2,N
c3UPyEZ1yQY,0,typing_on_computer_keyboard,train,3,N
c3UPyEZ1yQY,0,typing_on_computer_keyboard,train,4,N
c6nfgDLtXBg,0,typing_on_computer_keyboard,train,0,Y
c6nfgDLtXBg,0,typing_on_computer_keyboard,train,1,N
c6nfgDLtXBg,0,typing_on_computer_keyboard,train,2,N
c6nfgDLtXBg,0,typing_on_computer_keyboard,train,3,N
c6nfgDLtXBg,0,typing_on_computer_keyboard,train,4,N
cB3NAIC3L5o,5,typing_on_computer_keyboard,train,0,Y
cB3NAIC3L5o,5,typing_on_computer_keyboard,train,1,N
cB3NAIC3L5o,5,typing_on_computer_keyboard,train,2,N
cB3NAIC3L5o,5,typing_on_computer_keyboard,train,3,N
cB3NAIC3L5o,5,typing_on_computer_keyboard,train,4,N
cEjcJDoz-4w,0,typing_on_computer_keyboard,val,,Y
cEV_wASHeUI,0,typing_on_computer_keyboard,val,,Y
CgNhYy89jSo,0,typing_on_computer_keyboard,train,0,Y
CgNhYy89jSo,0,typing_on_computer_keyboard,train,1,N
CgNhYy89jSo,0,typing_on_computer_keyboard,train,2,N
CgNhYy89jSo,0,typing_on_computer_keyboard,train,3,N
CgNhYy89jSo,0,typing_on_computer_keyboard,train,4,N
ch-C3dLvxbA,0,typing_on_computer_keyboard,train,0,Y
ch-C3dLvxbA,0,typing_on_computer_keyboard,train,1,N
ch-C3dLvxbA,0,typing_on_computer_keyboard,train,2,N
ch-C3dLvxbA,0,typing_on_computer_keyboard,train,3,N
ch-C3dLvxbA,0,typing_on_computer_keyboard,train,4,N
CkCbUbCH3-8,0,typing_on_computer_keyboard,test,,Y
CMzlxMzoQJE,0,typing_on_computer_keyboard,train,0,Y
CMzlxMzoQJE,0,typing_on_computer_keyboard,train,1,N
CMzlxMzoQJE,0,typing_on_computer_keyboard,train,2,N
CMzlxMzoQJE,0,typing_on_computer_keyboard,train,3,N
CMzlxMzoQJE,0,typing_on_computer_keyboard,train,4,N
CsvtHy2q2Og,0,typing_on_computer_keyboard,train,0,Y
CsvtHy2q2Og,0,typing_on_computer_keyboard,train,1,N
CsvtHy2q2Og,0,typing_on_computer_keyboard,train,2,N
CsvtHy2q2Og,0,typing_on_computer_keyboard,train,3,N
CsvtHy2q2Og,0,typing_on_computer_keyboard,train,4,N
CxIDfBbwQPA,0,typing_on_computer_keyboard,train,0,Y
CxIDfBbwQPA,0,typing_on_computer_keyboard,train,1,N
CxIDfBbwQPA,0,typing_on_computer_keyboard,train,2,N
CxIDfBbwQPA,0,typing_on_computer_keyboard,train,3,N
CxIDfBbwQPA,0,typing_on_computer_keyboard,train,4,N
D2HyDCMIQ50,0,typing_on_computer_keyboard,train,0,Y
D2HyDCMIQ50,0,typing_on_computer_keyboard,train,1,N
D2HyDCMIQ50,0,typing_on_computer_keyboard,train,2,N
D2HyDCMIQ50,0,typing_on_computer_keyboard,train,3,N
D2HyDCMIQ50,0,typing_on_computer_keyboard,train,4,N
d4yBeEbVp1Y,0,typing_on_computer_keyboard,train,0,Y
d4yBeEbVp1Y,0,typing_on_computer_keyboard,train,1,N
d4yBeEbVp1Y,0,typing_on_computer_keyboard,train,2,N
d4yBeEbVp1Y,0,typing_on_computer_keyboard,train,3,N
d4yBeEbVp1Y,0,typing_on_computer_keyboard,train,4,N
D7ooQu528mk,0,typing_on_computer_keyboard,train,0,Y
D7ooQu528mk,0,typing_on_computer_keyboard,train,1,N
D7ooQu528mk,0,typing_on_computer_keyboard,train,2,N
D7ooQu528mk,0,typing_on_computer_keyboard,train,3,N
D7ooQu528mk,0,typing_on_computer_keyboard,train,4,N
D9dGWAbAvxA,0,typing_on_computer_keyboard,train,0,Y
D9dGWAbAvxA,0,typing_on_computer_keyboard,train,1,N
D9dGWAbAvxA,0,typing_on_computer_keyboard,train,2,N
D9dGWAbAvxA,0,typing_on_computer_keyboard,train,3,N
D9dGWAbAvxA,0,typing_on_computer_keyboard,train,4,N
D24jSbhd_Rg,5,typing_on_computer_keyboard,test,,Y
dBsWGKkmEqk,2,typing_on_computer_keyboard,train,0,Y
dBsWGKkmEqk,2,typing_on_computer_keyboard,train,1,N
dBsWGKkmEqk,2,typing_on_computer_keyboard,train,2,N
dBsWGKkmEqk,2,typing_on_computer_keyboard,train,3,N
dBsWGKkmEqk,2,typing_on_computer_keyboard,train,4,N
DdeAOHSE98o,2,typing_on_computer_keyboard,train,0,Y
DdeAOHSE98o,2,typing_on_computer_keyboard,train,1,N
DdeAOHSE98o,2,typing_on_computer_keyboard,train,2,N
DdeAOHSE98o,2,typing_on_computer_keyboard,train,3,N
DdeAOHSE98o,2,typing_on_computer_keyboard,train,4,N
DEAF8XXAhUo,0,typing_on_computer_keyboard,test,,Y
dgoncIz632s,0,typing_on_computer_keyboard,test,,Y
DhVTM1lxnYI,3,typing_on_computer_keyboard,train,0,Y
DhVTM1lxnYI,3,typing_on_computer_keyboard,train,1,N
DhVTM1lxnYI,3,typing_on_computer_keyboard,train,2,N
DhVTM1lxnYI,3,typing_on_computer_keyboard,train,3,N
DhVTM1lxnYI,3,typing_on_computer_keyboard,train,4,N
DKiebIzin8I,5,typing_on_computer_keyboard,train,0,Y
DKiebIzin8I,5,typing_on_computer_keyboard,train,1,N
DKiebIzin8I,5,typing_on_computer_keyboard,train,2,N
DKiebIzin8I,5,typing_on_computer_keyboard,train,3,N
DKiebIzin8I,5,typing_on_computer_keyboard,train,4,N
dPIuONw21uA,0,typing_on_computer_keyboard,val,,Y
dR2fD5VEJX4,0,typing_on_computer_keyboard,val,,Y
DTavxCg13eI,0,typing_on_computer_keyboard,val,,Y
DUAGfqb3UvY,0,typing_on_computer_keyboard,val,,Y
e8rwpIMOdSk,0,typing_on_computer_keyboard,train,0,Y
e8rwpIMOdSk,0,typing_on_computer_keyboard,train,1,N
e8rwpIMOdSk,0,typing_on_computer_keyboard,train,2,N
e8rwpIMOdSk,0,typing_on_computer_keyboard,train,3,N
e8rwpIMOdSk,0,typing_on_computer_keyboard,train,4,N
eAFfJxzZ10s,0,typing_on_computer_keyboard,test,,Y
ejva28DH8j4,0,typing_on_computer_keyboard,train,0,Y
ejva28DH8j4,0,typing_on_computer_keyboard,train,1,N
ejva28DH8j4,0,typing_on_computer_keyboard,train,2,N
ejva28DH8j4,0,typing_on_computer_keyboard,train,3,N
ejva28DH8j4,0,typing_on_computer_keyboard,train,4,N
Elo7Rs9VvsQ,0,typing_on_computer_keyboard,train,0,Y
Elo7Rs9VvsQ,0,typing_on_computer_keyboard,train,1,N
Elo7Rs9VvsQ,0,typing_on_computer_keyboard,train,2,N
Elo7Rs9VvsQ,0,typing_on_computer_keyboard,train,3,N
Elo7Rs9VvsQ,0,typing_on_computer_keyboard,train,4,N
EOiuX06btE4,0,typing_on_computer_keyboard,train,0,Y
EOiuX06btE4,0,typing_on_computer_keyboard,train,1,N
EOiuX06btE4,0,typing_on_computer_keyboard,train,2,N
EOiuX06btE4,0,typing_on_computer_keyboard,train,3,N
EOiuX06btE4,0,typing_on_computer_keyboard,train,4,N
EqRc7MTIAQk,0,typing_on_computer_keyboard,test,,Y
F03_9Dcdzcg,0,typing_on_computer_keyboard,test,,Y
F7iprbPgrY0,3,typing_on_computer_keyboard,test,,Y
fdqYnI55kVw,0,typing_on_computer_keyboard,train,0,Y
fdqYnI55kVw,0,typing_on_computer_keyboard,train,1,N
fdqYnI55kVw,0,typing_on_computer_keyboard,train,2,N
fdqYnI55kVw,0,typing_on_computer_keyboard,train,3,N
fdqYnI55kVw,0,typing_on_computer_keyboard,train,4,N
fiAWta1100o,5,typing_on_computer_keyboard,val,,Y
Fm6duB3_A6U,0,typing_on_computer_keyboard,train,0,Y
Fm6duB3_A6U,0,typing_on_computer_keyboard,train,1,N
Fm6duB3_A6U,0,typing_on_computer_keyboard,train,2,N
Fm6duB3_A6U,0,typing_on_computer_keyboard,train,3,N
Fm6duB3_A6U,0,typing_on_computer_keyboard,train,4,N
G4yOLeH2k-E,2,typing_on_computer_keyboard,val,,Y
gENcns2txgE,0,typing_on_computer_keyboard,val,,Y
gj4SNi_o9cE,2,typing_on_computer_keyboard,train,0,Y
gj4SNi_o9cE,2,typing_on_computer_keyboard,train,1,N
gj4SNi_o9cE,2,typing_on_computer_keyboard,train,2,N
gj4SNi_o9cE,2,typing_on_computer_keyboard,train,3,N
gj4SNi_o9cE,2,typing_on_computer_keyboard,train,4,N
gjA7XGtvLDE,0,typing_on_computer_keyboard,val,,Y
gjyp-WpxyqM,0,typing_on_computer_keyboard,train,0,Y
gjyp-WpxyqM,0,typing_on_computer_keyboard,train,1,N
gjyp-WpxyqM,0,typing_on_computer_keyboard,train,2,N
gjyp-WpxyqM,0,typing_on_computer_keyboard,train,3,N
gjyp-WpxyqM,0,typing_on_computer_keyboard,train,4,N
GMGivXPl3co,0,typing_on_computer_keyboard,train,0,Y
GMGivXPl3co,0,typing_on_computer_keyboard,train,1,N
GMGivXPl3co,0,typing_on_computer_keyboard,train,2,N
GMGivXPl3co,0,typing_on_computer_keyboard,train,3,N
GMGivXPl3co,0,typing_on_computer_keyboard,train,4,N
GYlaffKJuEg,1,typing_on_computer_keyboard,train,0,Y
GYlaffKJuEg,1,typing_on_computer_keyboard,train,1,N
GYlaffKJuEg,1,typing_on_computer_keyboard,train,2,N
GYlaffKJuEg,1,typing_on_computer_keyboard,train,3,N
GYlaffKJuEg,1,typing_on_computer_keyboard,train,4,N
H3bxCzr1dyo,0,typing_on_computer_keyboard,val,,Y
hDQ0MHLB6kk,0,typing_on_computer_keyboard,train,0,Y
hDQ0MHLB6kk,0,typing_on_computer_keyboard,train,1,N
hDQ0MHLB6kk,0,typing_on_computer_keyboard,train,2,N
hDQ0MHLB6kk,0,typing_on_computer_keyboard,train,3,N
hDQ0MHLB6kk,0,typing_on_computer_keyboard,train,4,N
HI1FHmDXlGk,0,typing_on_computer_keyboard,test,,Y
HjIoQ3z_cf4,0,typing_on_computer_keyboard,train,0,Y
HjIoQ3z_cf4,0,typing_on_computer_keyboard,train,1,N
HjIoQ3z_cf4,0,typing_on_computer_keyboard,train,2,N
HjIoQ3z_cf4,0,typing_on_computer_keyboard,train,3,N
HjIoQ3z_cf4,0,typing_on_computer_keyboard,train,4,N
HnOUK3wyxMI,0,typing_on_computer_keyboard,train,0,Y
HnOUK3wyxMI,0,typing_on_computer_keyboard,train,1,N
HnOUK3wyxMI,0,typing_on_computer_keyboard,train,2,N
HnOUK3wyxMI,0,typing_on_computer_keyboard,train,3,N
HnOUK3wyxMI,0,typing_on_computer_keyboard,train,4,N
HOtQseh7MIM,0,typing_on_computer_keyboard,train,0,Y
HOtQseh7MIM,0,typing_on_computer_keyboard,train,1,N
HOtQseh7MIM,0,typing_on_computer_keyboard,train,2,N
HOtQseh7MIM,0,typing_on_computer_keyboard,train,3,N
HOtQseh7MIM,0,typing_on_computer_keyboard,train,4,N
hQI9u4mnmXY,2,typing_on_computer_keyboard,val,,Y
hRHFc7XoK10,0,typing_on_computer_keyboard,train,0,Y
hRHFc7XoK10,0,typing_on_computer_keyboard,train,1,N
hRHFc7XoK10,0,typing_on_computer_keyboard,train,2,N
hRHFc7XoK10,0,typing_on_computer_keyboard,train,3,N
hRHFc7XoK10,0,typing_on_computer_keyboard,train,4,N
Hrl2mJCX5Iw,2,typing_on_computer_keyboard,val,,Y
HSfcY8i95u8,5,typing_on_computer_keyboard,val,,Y
HwmKFB1C38Y,0,typing_on_computer_keyboard,train,0,Y
HwmKFB1C38Y,0,typing_on_computer_keyboard,train,1,N
HwmKFB1C38Y,0,typing_on_computer_keyboard,train,2,N
HwmKFB1C38Y,0,typing_on_computer_keyboard,train,3,N
HwmKFB1C38Y,0,typing_on_computer_keyboard,train,4,N
HxY7NkkXiTU,0,typing_on_computer_keyboard,test,,Y
HZxl5ot0Luk,0,typing_on_computer_keyboard,train,0,Y
HZxl5ot0Luk,0,typing_on_computer_keyboard,train,1,N
HZxl5ot0Luk,0,typing_on_computer_keyboard,train,2,N
HZxl5ot0Luk,0,typing_on_computer_keyboard,train,3,N
HZxl5ot0Luk,0,typing_on_computer_keyboard,train,4,N
iAywKr3UxkI,5,typing_on_computer_keyboard,train,0,Y
iAywKr3UxkI,5,typing_on_computer_keyboard,train,1,N
iAywKr3UxkI,5,typing_on_computer_keyboard,train,2,N
iAywKr3UxkI,5,typing_on_computer_keyboard,train,3,N
iAywKr3UxkI,5,typing_on_computer_keyboard,train,4,N
ICpahMYO2xQ,0,typing_on_computer_keyboard,train,0,Y
ICpahMYO2xQ,0,typing_on_computer_keyboard,train,1,N
ICpahMYO2xQ,0,typing_on_computer_keyboard,train,2,N
ICpahMYO2xQ,0,typing_on_computer_keyboard,train,3,N
ICpahMYO2xQ,0,typing_on_computer_keyboard,train,4,N
ID9mfxZSK6M,0,typing_on_computer_keyboard,train,0,Y
ID9mfxZSK6M,0,typing_on_computer_keyboard,train,1,N
ID9mfxZSK6M,0,typing_on_computer_keyboard,train,2,N
ID9mfxZSK6M,0,typing_on_computer_keyboard,train,3,N
ID9mfxZSK6M,0,typing_on_computer_keyboard,train,4,N
IDbj0dPpflc,0,typing_on_computer_keyboard,test,,Y
IED1SktHzNA,0,typing_on_computer_keyboard,val,,Y
IldruEHS3m4,0,typing_on_computer_keyboard,test,,Y
InpwFGO4Lug,3,typing_on_computer_keyboard,train,0,Y
InpwFGO4Lug,3,typing_on_computer_keyboard,train,1,N
InpwFGO4Lug,3,typing_on_computer_keyboard,train,2,N
InpwFGO4Lug,3,typing_on_computer_keyboard,train,3,N
InpwFGO4Lug,3,typing_on_computer_keyboard,train,4,N
IonCSFg3WL0,0,typing_on_computer_keyboard,test,,Y
iqbiV-ttlA8,0,typing_on_computer_keyboard,test,,Y
iW3tUA84nZ0,0,typing_on_computer_keyboard,test,,Y
Iym41wAALpA,0,typing_on_computer_keyboard,test,,Y
j_XrqLkLG9M,0,typing_on_computer_keyboard,train,0,Y
j_XrqLkLG9M,0,typing_on_computer_keyboard,train,1,N
j_XrqLkLG9M,0,typing_on_computer_keyboard,train,2,N
j_XrqLkLG9M,0,typing_on_computer_keyboard,train,3,N
j_XrqLkLG9M,0,typing_on_computer_keyboard,train,4,N
J-axOX5flUE,0,typing_on_computer_keyboard,train,0,Y
J-axOX5flUE,0,typing_on_computer_keyboard,train,1,N
J-axOX5flUE,0,typing_on_computer_keyboard,train,2,N
J-axOX5flUE,0,typing_on_computer_keyboard,train,3,N
J-axOX5flUE,0,typing_on_computer_keyboard,train,4,N
j2oAnGKHYK8,0,typing_on_computer_keyboard,train,0,Y
j2oAnGKHYK8,0,typing_on_computer_keyboard,train,1,N
j2oAnGKHYK8,0,typing_on_computer_keyboard,train,2,N
j2oAnGKHYK8,0,typing_on_computer_keyboard,train,3,N
j2oAnGKHYK8,0,typing_on_computer_keyboard,train,4,N
J4VeWujsLJg,2,typing_on_computer_keyboard,train,0,Y
J4VeWujsLJg,2,typing_on_computer_keyboard,train,1,N
J4VeWujsLJg,2,typing_on_computer_keyboard,train,2,N
J4VeWujsLJg,2,typing_on_computer_keyboard,train,3,N
J4VeWujsLJg,2,typing_on_computer_keyboard,train,4,N
JErcfO969oE,0,typing_on_computer_keyboard,val,,Y
jG7RLcaWAm4,5,typing_on_computer_keyboard,train,0,Y
jG7RLcaWAm4,5,typing_on_computer_keyboard,train,1,N
jG7RLcaWAm4,5,typing_on_computer_keyboard,train,2,N
jG7RLcaWAm4,5,typing_on_computer_keyboard,train,3,N
jG7RLcaWAm4,5,typing_on_computer_keyboard,train,4,N
jHtAPbCj0U4,0,typing_on_computer_keyboard,train,0,Y
jHtAPbCj0U4,0,typing_on_computer_keyboard,train,1,N
jHtAPbCj0U4,0,typing_on_computer_keyboard,train,2,N
jHtAPbCj0U4,0,typing_on_computer_keyboard,train,3,N
jHtAPbCj0U4,0,typing_on_computer_keyboard,train,4,N
jjD505NAVpw,3,typing_on_computer_keyboard,train,0,Y
jjD505NAVpw,3,typing_on_computer_keyboard,train,1,N
jjD505NAVpw,3,typing_on_computer_keyboard,train,2,N
jjD505NAVpw,3,typing_on_computer_keyboard,train,3,N
jjD505NAVpw,3,typing_on_computer_keyboard,train,4,N
JQz40TkjymY,0,typing_on_computer_keyboard,train,0,Y
JQz40TkjymY,0,typing_on_computer_keyboard,train,1,N
JQz40TkjymY,0,typing_on_computer_keyboard,train,2,N
JQz40TkjymY,0,typing_on_computer_keyboard,train,3,N
JQz40TkjymY,0,typing_on_computer_keyboard,train,4,N
jtL0pXwd2KE,0,typing_on_computer_keyboard,train,0,Y
jtL0pXwd2KE,0,typing_on_computer_keyboard,train,1,N
jtL0pXwd2KE,0,typing_on_computer_keyboard,train,2,N
jtL0pXwd2KE,0,typing_on_computer_keyboard,train,3,N
jtL0pXwd2KE,0,typing_on_computer_keyboard,train,4,N
Jz471WNVZlM,0,typing_on_computer_keyboard,train,0,Y
Jz471WNVZlM,0,typing_on_computer_keyboard,train,1,N
Jz471WNVZlM,0,typing_on_computer_keyboard,train,2,N
Jz471WNVZlM,0,typing_on_computer_keyboard,train,3,N
Jz471WNVZlM,0,typing_on_computer_keyboard,train,4,N
K5i6x86jrN4,0,typing_on_computer_keyboard,val,,Y
KC_rwPGtbsk,5,typing_on_computer_keyboard,train,0,Y
KC_rwPGtbsk,5,typing_on_computer_keyboard,train,1,N
KC_rwPGtbsk,5,typing_on_computer_keyboard,train,2,N
KC_rwPGtbsk,5,typing_on_computer_keyboard,train,3,N
KC_rwPGtbsk,5,typing_on_computer_keyboard,train,4,N
Kc66Krp4BWU,2,typing_on_computer_keyboard,train,0,Y
Kc66Krp4BWU,2,typing_on_computer_keyboard,train,1,N
Kc66Krp4BWU,2,typing_on_computer_keyboard,train,2,N
Kc66Krp4BWU,2,typing_on_computer_keyboard,train,3,N
Kc66Krp4BWU,2,typing_on_computer_keyboard,train,4,N
kGR4FOTqvpY,0,typing_on_computer_keyboard,train,0,Y
kGR4FOTqvpY,0,typing_on_computer_keyboard,train,1,N
kGR4FOTqvpY,0,typing_on_computer_keyboard,train,2,N
kGR4FOTqvpY,0,typing_on_computer_keyboard,train,3,N
kGR4FOTqvpY,0,typing_on_computer_keyboard,train,4,N
KqY_f5zNfeI,5,typing_on_computer_keyboard,train,0,Y
KqY_f5zNfeI,5,typing_on_computer_keyboard,train,1,N
KqY_f5zNfeI,5,typing_on_computer_keyboard,train,2,N
KqY_f5zNfeI,5,typing_on_computer_keyboard,train,3,N
KqY_f5zNfeI,5,typing_on_computer_keyboard,train,4,N
ktDfIj9vnXI,0,typing_on_computer_keyboard,train,0,Y
ktDfIj9vnXI,0,typing_on_computer_keyboard,train,1,N
ktDfIj9vnXI,0,typing_on_computer_keyboard,train,2,N
ktDfIj9vnXI,0,typing_on_computer_keyboard,train,3,N
ktDfIj9vnXI,0,typing_on_computer_keyboard,train,4,N
kVztC6jU14s,0,typing_on_computer_keyboard,train,0,Y
kVztC6jU14s,0,typing_on_computer_keyboard,train,1,N
kVztC6jU14s,0,typing_on_computer_keyboard,train,2,N
kVztC6jU14s,0,typing_on_computer_keyboard,train,3,N
kVztC6jU14s,0,typing_on_computer_keyboard,train,4,N
L3YUhR-u6Gk,0,typing_on_computer_keyboard,val,,Y
LADA3l7nFcg,0,typing_on_computer_keyboard,train,0,Y
LADA3l7nFcg,0,typing_on_computer_keyboard,train,1,N
LADA3l7nFcg,0,typing_on_computer_keyboard,train,2,N
LADA3l7nFcg,0,typing_on_computer_keyboard,train,3,N
LADA3l7nFcg,0,typing_on_computer_keyboard,train,4,N
laU4KZywgy8,0,typing_on_computer_keyboard,test,,Y
LcAVQW8jafU,3,typing_on_computer_keyboard,train,0,Y
LcAVQW8jafU,3,typing_on_computer_keyboard,train,1,N
LcAVQW8jafU,3,typing_on_computer_keyboard,train,2,N
LcAVQW8jafU,3,typing_on_computer_keyboard,train,3,N
LcAVQW8jafU,3,typing_on_computer_keyboard,train,4,N
LMW6S_qNxVY,0,typing_on_computer_keyboard,train,0,Y
LMW6S_qNxVY,0,typing_on_computer_keyboard,train,1,N
LMW6S_qNxVY,0,typing_on_computer_keyboard,train,2,N
LMW6S_qNxVY,0,typing_on_computer_keyboard,train,3,N
LMW6S_qNxVY,0,typing_on_computer_keyboard,train,4,N
LnOzM8eJA4s,0,typing_on_computer_keyboard,test,,Y
LSR_fs7E5sY,0,typing_on_computer_keyboard,train,0,Y
LSR_fs7E5sY,0,typing_on_computer_keyboard,train,1,N
LSR_fs7E5sY,0,typing_on_computer_keyboard,train,2,N
LSR_fs7E5sY,0,typing_on_computer_keyboard,train,3,N
LSR_fs7E5sY,0,typing_on_computer_keyboard,train,4,N
lYMOFqmFdk4,0,typing_on_computer_keyboard,test,,Y
m-FfTcOjM9M,0,typing_on_computer_keyboard,train,0,Y
m-FfTcOjM9M,0,typing_on_computer_keyboard,train,1,N
m-FfTcOjM9M,0,typing_on_computer_keyboard,train,2,N
m-FfTcOjM9M,0,typing_on_computer_keyboard,train,3,N
m-FfTcOjM9M,0,typing_on_computer_keyboard,train,4,N
mPX61tX_08g,2,typing_on_computer_keyboard,train,0,Y
mPX61tX_08g,2,typing_on_computer_keyboard,train,1,N
mPX61tX_08g,2,typing_on_computer_keyboard,train,2,N
mPX61tX_08g,2,typing_on_computer_keyboard,train,3,N
mPX61tX_08g,2,typing_on_computer_keyboard,train,4,N
mSz0rZGISbg,2,typing_on_computer_keyboard,train,0,Y
mSz0rZGISbg,2,typing_on_computer_keyboard,train,1,N
mSz0rZGISbg,2,typing_on_computer_keyboard,train,2,N
mSz0rZGISbg,2,typing_on_computer_keyboard,train,3,N
mSz0rZGISbg,2,typing_on_computer_keyboard,train,4,N
N2zO62qt938,0,typing_on_computer_keyboard,train,0,Y
N2zO62qt938,0,typing_on_computer_keyboard,train,1,N
N2zO62qt938,0,typing_on_computer_keyboard,train,2,N
N2zO62qt938,0,typing_on_computer_keyboard,train,3,N
N2zO62qt938,0,typing_on_computer_keyboard,train,4,N
N9EHfadgEco,0,typing_on_computer_keyboard,train,0,Y
N9EHfadgEco,0,typing_on_computer_keyboard,train,1,N
N9EHfadgEco,0,typing_on_computer_keyboard,train,2,N
N9EHfadgEco,0,typing_on_computer_keyboard,train,3,N
N9EHfadgEco,0,typing_on_computer_keyboard,train,4,N
NgODCgV5BEo,0,typing_on_computer_keyboard,train,0,Y
NgODCgV5BEo,0,typing_on_computer_keyboard,train,1,N
NgODCgV5BEo,0,typing_on_computer_keyboard,train,2,N
NgODCgV5BEo,0,typing_on_computer_keyboard,train,3,N
NgODCgV5BEo,0,typing_on_computer_keyboard,train,4,N
NjSCdirVtgg,4,typing_on_computer_keyboard,train,0,Y
NjSCdirVtgg,4,typing_on_computer_keyboard,train,1,N
NjSCdirVtgg,4,typing_on_computer_keyboard,train,2,N
NjSCdirVtgg,4,typing_on_computer_keyboard,train,3,N
NjSCdirVtgg,4,typing_on_computer_keyboard,train,4,N
Nldr0X-AZho,0,typing_on_computer_keyboard,train,0,Y
Nldr0X-AZho,0,typing_on_computer_keyboard,train,1,N
Nldr0X-AZho,0,typing_on_computer_keyboard,train,2,N
Nldr0X-AZho,0,typing_on_computer_keyboard,train,3,N
Nldr0X-AZho,0,typing_on_computer_keyboard,train,4,N
nqiJ0_jjoaw,0,typing_on_computer_keyboard,val,,Y
nriA3jPx2cs,0,typing_on_computer_keyboard,val,,Y
NT569wgTDDQ,3,typing_on_computer_keyboard,test,,Y
Nv3I-lr2N68,0,typing_on_computer_keyboard,test,,Y
o2xhacPTzW0,0,typing_on_computer_keyboard,train,0,Y
o2xhacPTzW0,0,typing_on_computer_keyboard,train,1,N
o2xhacPTzW0,0,typing_on_computer_keyboard,train,2,N
o2xhacPTzW0,0,typing_on_computer_keyboard,train,3,N
o2xhacPTzW0,0,typing_on_computer_keyboard,train,4,N
O9tM5h9beDM,1,typing_on_computer_keyboard,train,0,Y
O9tM5h9beDM,1,typing_on_computer_keyboard,train,1,N
O9tM5h9beDM,1,typing_on_computer_keyboard,train,2,N
O9tM5h9beDM,1,typing_on_computer_keyboard,train,3,N
O9tM5h9beDM,1,typing_on_computer_keyboard,train,4,N
o50wc8tNY5w,0,typing_on_computer_keyboard,val,,Y
oa0OMF_5Pko,0,typing_on_computer_keyboard,train,0,Y
oa0OMF_5Pko,0,typing_on_computer_keyboard,train,1,N
oa0OMF_5Pko,0,typing_on_computer_keyboard,train,2,N
oa0OMF_5Pko,0,typing_on_computer_keyboard,train,3,N
oa0OMF_5Pko,0,typing_on_computer_keyboard,train,4,N
oCnbmsOP7HQ,5,typing_on_computer_keyboard,train,0,Y
oCnbmsOP7HQ,5,typing_on_computer_keyboard,train,1,N
oCnbmsOP7HQ,5,typing_on_computer_keyboard,train,2,N
oCnbmsOP7HQ,5,typing_on_computer_keyboard,train,3,N
oCnbmsOP7HQ,5,typing_on_computer_keyboard,train,4,N
ODpAfVfUBYc,0,typing_on_computer_keyboard,train,0,Y
ODpAfVfUBYc,0,typing_on_computer_keyboard,train,1,N
ODpAfVfUBYc,0,typing_on_computer_keyboard,train,2,N
ODpAfVfUBYc,0,typing_on_computer_keyboard,train,3,N
ODpAfVfUBYc,0,typing_on_computer_keyboard,train,4,N
OjObMozGKBM,3,typing_on_computer_keyboard,train,0,Y
OjObMozGKBM,3,typing_on_computer_keyboard,train,1,N
OjObMozGKBM,3,typing_on_computer_keyboard,train,2,N
OjObMozGKBM,3,typing_on_computer_keyboard,train,3,N
OjObMozGKBM,3,typing_on_computer_keyboard,train,4,N
oKRGWWyIpak,0,typing_on_computer_keyboard,train,0,Y
oKRGWWyIpak,0,typing_on_computer_keyboard,train,1,N
oKRGWWyIpak,0,typing_on_computer_keyboard,train,2,N
oKRGWWyIpak,0,typing_on_computer_keyboard,train,3,N
oKRGWWyIpak,0,typing_on_computer_keyboard,train,4,N
opZfni2IZcM,0,typing_on_computer_keyboard,train,0,Y
opZfni2IZcM,0,typing_on_computer_keyboard,train,1,N
opZfni2IZcM,0,typing_on_computer_keyboard,train,2,N
opZfni2IZcM,0,typing_on_computer_keyboard,train,3,N
opZfni2IZcM,0,typing_on_computer_keyboard,train,4,N
