name,start,category,split
D2HyDCMIQ50,0,typing_on_computer_keyboard,train
d4yBeEbVp1Y,0,typing_on_computer_keyboard,train
D7ooQu528mk,0,typing_on_computer_keyboard,train
D9dGWAbAvxA,0,typing_on_computer_keyboard,train
D24jSbhd_Rg,5,typing_on_computer_keyboard,test
dBsWGKkmEqk,2,typing_on_computer_keyboard,train
DdeAOHSE98o,2,typing_on_computer_keyboard,train
DEAF8XXAhUo,0,typing_on_computer_keyboard,test
dgoncIz632s,0,typing_on_computer_keyboard,test
DhVTM1lxnYI,3,typing_on_computer_keyboard,train
DKiebIzin8I,5,typing_on_computer_keyboard,train
dPIuONw21uA,0,typing_on_computer_keyboard,val
dR2fD5VEJX4,0,typing_on_computer_keyboard,val
DTavxCg13eI,0,typing_on_computer_keyboard,val
DUAGfqb3UvY,0,typing_on_computer_keyboard,val
e8rwpIMOdSk,0,typing_on_computer_keyboard,train
eAFfJxzZ10s,0,typing_on_computer_keyboard,test
ejva28DH8j4,0,typing_on_computer_keyboard,train
Elo7Rs9VvsQ,0,typing_on_computer_keyboard,train
EOiuX06btE4,0,typing_on_computer_keyboard,train
EqRc7MTIAQk,0,typing_on_computer_keyboard,test
F03_9Dcdzcg,0,typing_on_computer_keyboard,test
F7iprbPgrY0,3,typing_on_computer_keyboard,test
fdqYnI55kVw,0,typing_on_computer_keyboard,train
fiAWta1100o,5,typing_on_computer_keyboard,val
Fm6duB3_A6U,0,typing_on_computer_keyboard,train
G4yOLeH2k-E,2,typing_on_computer_keyboard,val
gENcns2txgE,0,typing_on_computer_keyboard,val
gj4SNi_o9cE,2,typing_on_computer_keyboard,train
gjA7XGtvLDE,0,typing_on_computer_keyboard,val
gjyp-WpxyqM,0,typing_on_computer_keyboard,train
GMGivXPl3co,0,typing_on_computer_keyboard,train
GYlaffKJuEg,1,typing_on_computer_keyboard,train
H3bxCzr1dyo,0,typing_on_computer_keyboard,val
hDQ0MHLB6kk,0,typing_on_computer_keyboard,train
HI1FHmDXlGk,0,typing_on_computer_keyboard,test
HjIoQ3z_cf4,0,typing_on_computer_keyboard,train
HnOUK3wyxMI,0,typing_on_computer_keyboard,train
HOtQseh7MIM,0,typing_on_computer_keyboard,train
hQI9u4mnmXY,2,typing_on_computer_keyboard,val
hRHFc7XoK10,0,typing_on_computer_keyboard,train
Hrl2mJCX5Iw,2,typing_on_computer_keyboard,val
HSfcY8i95u8,5,typing_on_computer_keyboard,val
HwmKFB1C38Y,0,typing_on_computer_keyboard,train
HxY7NkkXiTU,0,typing_on_computer_keyboard,test
HZxl5ot0Luk,0,typing_on_computer_keyboard,train
iAywKr3UxkI,5,typing_on_computer_keyboard,train
ICpahMYO2xQ,0,typing_on_computer_keyboard,train
ID9mfxZSK6M,0,typing_on_computer_keyboard,train
IDbj0dPpflc,0,typing_on_computer_keyboard,test
IED1SktHzNA,0,typing_on_computer_keyboard,val
IldruEHS3m4,0,typing_on_computer_keyboard,test
InpwFGO4Lug,3,typing_on_computer_keyboard,train
IonCSFg3WL0,0,typing_on_computer_keyboard,test
iqbiV-ttlA8,0,typing_on_computer_keyboard,test
iW3tUA84nZ0,0,typing_on_computer_keyboard,test
Iym41wAALpA,0,typing_on_computer_keyboard,test
j_XrqLkLG9M,0,typing_on_computer_keyboard,train
J-axOX5flUE,0,typing_on_computer_keyboard,train
j2oAnGKHYK8,0,typing_on_computer_keyboard,train
J4VeWujsLJg,2,typing_on_computer_keyboard,train
JErcfO969oE,0,typing_on_computer_keyboard,val
jG7RLcaWAm4,5,typing_on_computer_keyboard,train
jHtAPbCj0U4,0,typing_on_computer_keyboard,train
jjD505NAVpw,3,typing_on_computer_keyboard,train
JQz40TkjymY,0,typing_on_computer_keyboard,train
jtL0pXwd2KE,0,typing_on_computer_keyboard,train
Jz471WNVZlM,0,typing_on_computer_keyboard,train
K5i6x86jrN4,0,typing_on_computer_keyboard,val
KC_rwPGtbsk,5,typing_on_computer_keyboard,train
Kc66Krp4BWU,2,typing_on_computer_keyboard,train
kGR4FOTqvpY,0,typing_on_computer_keyboard,train
KqY_f5zNfeI,5,typing_on_computer_keyboard,train
ktDfIj9vnXI,0,typing_on_computer_keyboard,train
kVztC6jU14s,0,typing_on_computer_keyboard,train
L3YUhR-u6Gk,0,typing_on_computer_keyboard,val
LADA3l7nFcg,0,typing_on_computer_keyboard,train
laU4KZywgy8,0,typing_on_computer_keyboard,test
LcAVQW8jafU,3,typing_on_computer_keyboard,train
LMW6S_qNxVY,0,typing_on_computer_keyboard,train
LnOzM8eJA4s,0,typing_on_computer_keyboard,test
LSR_fs7E5sY,0,typing_on_computer_keyboard,train
lYMOFqmFdk4,0,typing_on_computer_keyboard,test
m-FfTcOjM9M,0,typing_on_computer_keyboard,train
mPX61tX_08g,2,typing_on_computer_keyboard,train
mSz0rZGISbg,2,typing_on_computer_keyboard,train
N2zO62qt938,0,typing_on_computer_keyboard,train
N9EHfadgEco,0,typing_on_computer_keyboard,train
NgODCgV5BEo,0,typing_on_computer_keyboard,train
NjSCdirVtgg,4,typing_on_computer_keyboard,train
Nldr0X-AZho,0,typing_on_computer_keyboard,train
nqiJ0_jjoaw,0,typing_on_computer_keyboard,val
nriA3jPx2cs,0,typing_on_computer_keyboard,val
NT569wgTDDQ,3,typing_on_computer_keyboard,test
Nv3I-lr2N68,0,typing_on_computer_keyboard,test
o2xhacPTzW0,0,typing_on_computer_keyboard,train
O9tM5h9beDM,1,typing_on_computer_keyboard,train
o50wc8tNY5w,0,typing_on_computer_keyboard,val
oa0OMF_5Pko,0,typing_on_computer_keyboard,train
oCnbmsOP7HQ,5,typing_on_computer_keyboard,train
ODpAfVfUBYc,0,typing_on_computer_keyboard,train
OjObMozGKBM,3,typing_on_computer_keyboard,train
oKRGWWyIpak,0,typing_on_computer_keyboard,train
opZfni2IZcM,0,typing_on_computer_keyboard,train
oTERiCZpEX8,0,typing_on_computer_keyboard,train
OVneiN7xKAA,0,typing_on_computer_keyboard,train
Oybw24afAoY,4,typing_on_computer_keyboard,val
OZwrmAEzl5A,5,typing_on_computer_keyboard,train
OZYOyUdjh4A,0,typing_on_computer_keyboard,train
p3jWlG1zSVA,0,typing_on_computer_keyboard,train
P8kBlb43Y8A,5,typing_on_computer_keyboard,train
P8NoPjaeKiI,0,typing_on_computer_keyboard,train
PAAgCMk00To,0,typing_on_computer_keyboard,train
pdsqinS_7sY,0,typing_on_computer_keyboard,train
pfZpFTHWpEI,0,typing_on_computer_keyboard,val
PJ12md3DdvY,0,typing_on_computer_keyboard,train
pjGtwc3Imao,3,typing_on_computer_keyboard,train
prbnMaF26qc,0,typing_on_computer_keyboard,val
PrNaeQohH9g,0,typing_on_computer_keyboard,train
PuvTDLP8lwM,2,typing_on_computer_keyboard,val
PXdQrPW_YyY,3,typing_on_computer_keyboard,train
PZACLpEasFU,0,typing_on_computer_keyboard,train
PzLvmwRRUCc,0,typing_on_computer_keyboard,train
q01iJXBrgpM,0,typing_on_computer_keyboard,test
Q6rij_svhuc,0,typing_on_computer_keyboard,val
QB7gRIad274,5,typing_on_computer_keyboard,train
QbfMzT9_wMM,0,typing_on_computer_keyboard,train
qhDpt1-kVsk,0,typing_on_computer_keyboard,train
qu6jr6puHzE,0,typing_on_computer_keyboard,train
quFH0IWhyao,0,typing_on_computer_keyboard,train
QW_uu-B1kbg,0,typing_on_computer_keyboard,train
r5V1syNqXD8,0,typing_on_computer_keyboard,train
r9Uam1Xk-p4,0,typing_on_computer_keyboard,train
rGmcfQipiNk,0,typing_on_computer_keyboard,train
RJg2vDsysbA,0,typing_on_computer_keyboard,test
RQeXcKxVraY,0,typing_on_computer_keyboard,train
rQndwrc8gCI,0,typing_on_computer_keyboard,test
rSp4bLIuGrs,0,typing_on_computer_keyboard,test
rTh92nlG9io,0,typing_on_computer_keyboard,train
rxnkVl_Wxbw,0,typing_on_computer_keyboard,train
s3YYead5BIw,0,typing_on_computer_keyboard,train
S5-12O3kiho,0,typing_on_computer_keyboard,train
sdcE6OXaOII,0,typing_on_computer_keyboard,train
ShJltlTvg5o,2,typing_on_computer_keyboard,train
Sl4weBj8xfc,0,typing_on_computer_keyboard,train
SxaOZqEWXhg,3,typing_on_computer_keyboard,val
SYtWHA6unms,0,typing_on_computer_keyboard,train
T8zELmSNq2M,0,typing_on_computer_keyboard,train
T39S0_CleO8,0,typing_on_computer_keyboard,test
TDfjgkUGglE,5,typing_on_computer_keyboard,test
TGNzh4wMT0k,0,typing_on_computer_keyboard,val
TKDx7igkcU0,5,typing_on_computer_keyboard,test
TLqXsEtN3cQ,0,typing_on_computer_keyboard,train
tyMro1Y6bw0,0,typing_on_computer_keyboard,train
u63rLEqPfEc,0,typing_on_computer_keyboard,train
UB4WecBNIbo,0,typing_on_computer_keyboard,train
Uf7KE0RBQcs,0,typing_on_computer_keyboard,train
UKvYKEjOEAQ,0,typing_on_computer_keyboard,train
uLdRi__nG2c,0,typing_on_computer_keyboard,train
umEZLM4oFsA,1,typing_on_computer_keyboard,train
uUdjYsYybi4,0,typing_on_computer_keyboard,test
UXTTFMsTj7k,2,typing_on_computer_keyboard,train
UYkhAI5cADo,2,typing_on_computer_keyboard,train
v-9UGp8ivu4,0,typing_on_computer_keyboard,train
v6TUJgzLM9I,0,typing_on_computer_keyboard,val
VDfJ3XWiZcU,0,typing_on_computer_keyboard,train
vlAGZUzkCDU,0,typing_on_computer_keyboard,train
VlvgX5mEthY,0,typing_on_computer_keyboard,train
vPUh81uFnQc,0,typing_on_computer_keyboard,train
vwA-NNod4sg,0,typing_on_computer_keyboard,train
waP4uek-j3s,0,typing_on_computer_keyboard,train
WHtA5d4TvXs,3,typing_on_computer_keyboard,train
Wi3jF4zQh9M,0,typing_on_computer_keyboard,train
wVoGBdh8f1Y,5,typing_on_computer_keyboard,train
x5YrSv4PzqA,0,typing_on_computer_keyboard,train
X84TyZUbthc,0,typing_on_computer_keyboard,train
XDna3NIOR7Q,0,typing_on_computer_keyboard,train
xeE56IWFQp4,0,typing_on_computer_keyboard,test
xfuEk-DdUbY,5,typing_on_computer_keyboard,train
xKzyon61hsA,0,typing_on_computer_keyboard,train
xMTVzNoGOxA,0,typing_on_computer_keyboard,val
xosQNRXLlyo,0,typing_on_computer_keyboard,train
xpqxIDIhbPc,0,typing_on_computer_keyboard,test
XXFjskd6-40,5,typing_on_computer_keyboard,train
YCfLuYLCSlw,0,typing_on_computer_keyboard,train
YnTTOlVw3D0,0,typing_on_computer_keyboard,train
YR-MOhl0bYc,4,typing_on_computer_keyboard,train
ysrPrE9D1CQ,2,typing_on_computer_keyboard,train
yyPsyKd6OXw,5,typing_on_computer_keyboard,train
z2-3fMOOexU,0,typing_on_computer_keyboard,val
zBrIRQTUwy0,0,typing_on_computer_keyboard,train
ZDEEppygzes,0,typing_on_computer_keyboard,train
ZuZVcUMdCVA,0,typing_on_computer_keyboard,train
ZX8lB5p4CAQ,0,typing_on_computer_keyboard,train
-BpMHfa2Saw,0,playing_violin,test
-igLMcvvXAg,5,playing_violin,val
-j9x-d4ZqtY,0,playing_violin,test
-lgSmVKN1VY,0,playing_violin,train
-MUg-WH0Ivk,0,playing_violin,val
-NCD5jfkapA,0,playing_violin,train
-NvDh4fMiWc,0,playing_violin,train
-OWk1q8xH7s,0,playing_violin,test
-puNE6Pq7Jo,0,playing_violin,train
-t5hV8VVvtI,0,playing_violin,test
-wcwrkUJwhM,4,playing_violin,train
-XJ1i40XSIw,0,playing_violin,train
-yVlxH01sYQ,0,playing_violin,train
-ZPawlysHnc,0,playing_violin,train
0MuM1Nch4xY,2,playing_violin,train
0n0zuw8zuW4,0,playing_violin,train
0RqHkIvB4VY,1,playing_violin,train
0s49D-LqHwg,0,playing_violin,train
0wIFDj6C1BI,0,playing_violin,test
1_0T2ZIjWnw,0,playing_violin,val
1cnZrhivdrM,0,playing_violin,train
1DeE4ezSPdQ,0,playing_violin,train
1FZ1jJHyI7k,4,playing_violin,test
1iVgvqf5apU,0,playing_violin,train
1lzJ4_qfZ9M,2,playing_violin,train
1oEekSTzgeo,0,playing_violin,train
1t3LJn23uCI,4,playing_violin,train
1tBrbVX-iIM,0,playing_violin,train
1VMgM5t-NWU,0,playing_violin,train
1WaTnza9cn0,0,playing_violin,train
1z2EmcLouic,3,playing_violin,train
2bt0yL69XNA,0,playing_violin,val
2D5AO9y80Ng,0,playing_violin,test
2dNEVAF3X2E,1,playing_violin,train
2DTCSeX3aUY,0,playing_violin,train
2IJaODbc2js,5,playing_violin,train
2mZkKD9fBmc,0,playing_violin,test
2nEjLrb8q6E,0,playing_violin,train
2NESqWU89V0,0,playing_violin,val
2nYOk_XoDm4,5,playing_violin,train
2PwprdcYa4o,0,playing_violin,train
2qtdpohFB_I,0,playing_violin,test
2rJQT6a0RN4,0,playing_violin,val
2Uv7fWDjWB0,0,playing_violin,train
2VbXrbj2pzg,0,playing_violin,test
3cLclrAxiCw,0,playing_violin,train
3E6mwYkb_MQ,0,playing_violin,val
3G_gh1HuDZI,3,playing_violin,train
3I9sSkxv0Ps,0,playing_violin,train
3Kjbw5B4Bws,0,playing_violin,train
3L-zuyZlGPk,5,playing_violin,train
3mCWARDySc8,0,playing_violin,train
3PCVpLWlY3M,0,playing_violin,train
3Q4ZpXjU-yQ,0,playing_violin,train
3qaVPWjI7KQ,0,playing_violin,test
3QlR6CCJqjE,0,playing_violin,val
3Qo-JwqcEJ4,0,playing_violin,train
3qXCX0ai6Ws,0,playing_violin,train
3tGWytO0GM8,0,playing_violin,val
3ugvpV0QA-4,0,playing_violin,train
3uTRC1ipTs0,3,playing_violin,val
3V7EHNKro-I,0,playing_violin,train
3vYoIU0jv60,0,playing_violin,val
3xjl8m1jALI,0,playing_violin,val
3Yk7h8VPQ78,0,playing_violin,train
4AbCbxFdCsc,0,playing_violin,train
4Cc4hviIWts,0,playing_violin,test
4ChgPZ3Sjuw,0,playing_violin,train
4f4T1k-WsEk,0,playing_violin,test
4gggxf5LBeM,5,playing_violin,test
4GJ5N4ivLpQ,0,playing_violin,train
4iHGe8w8qc4,0,playing_violin,test
4ipWKLhd39o,5,playing_violin,train
4iX6QcFCbcQ,0,playing_violin,train
004KfU7bgyg,0,playing_violin,train
4lH9S8DC8oM,0,playing_violin,train
4OBBC2cxubQ,3,playing_violin,train
4Pod-Q6F86Y,5,playing_violin,train
4PrmVQNY4lw,5,playing_violin,train
4TZAQkLDaqk,5,playing_violin,train
4yoC4S8tO0w,0,playing_violin,train
5-teLbuojYY,3,playing_violin,train
5a019Ilbr-U,0,playing_violin,train
5F3K1zjINMo,0,playing_violin,train
5GYDj7tl2Gs,0,playing_violin,train
5i4HP0_cszg,4,playing_violin,test
5mruj9lO0lw,4,playing_violin,test
5QbjG8653B0,0,playing_violin,val
5Tgjt1xDoGc,0,playing_violin,train
5uDmLz3Zs1I,0,playing_violin,val
5uoAzMT4ZxQ,0,playing_violin,train
5WD6iy-rWvU,0,playing_violin,train
6Da7J-2FbmE,0,playing_violin,test
06dCAQutFeI,0,playing_violin,train
6dKEfdTq_Tw,0,playing_violin,train
6eh95tGfiEc,0,playing_violin,val
6FfrD8FTubY,5,playing_violin,train
6GnMT_OECyM,0,playing_violin,train
6h3aNoV_ob8,0,playing_violin,train
6HWtm7CtF4g,0,playing_violin,train
6QgFea3MXlI,0,playing_violin,train
6vAk42XWh3c,0,playing_violin,train
6X1OkFLlPO4,0,playing_violin,train
7d14HMZVaxE,0,playing_violin,train
7fyOuEd1Jsw,2,playing_violin,test
7jSwXeAb-U8,0,playing_violin,train
7zLNIL9vQWw,3,playing_violin,train
8czH9ElXqUY,0,playing_violin,val
8FuxoybXeaE,0,playing_violin,train
8ggp6xLEcS0,2,playing_violin,train
8jC6rdtTrDE,0,playing_violin,val
8N9Otgq0bAo,0,playing_violin,val
8nkb8Ok74qc,0,playing_violin,train
8OYfFXt6ImQ,4,playing_violin,train
8PEh23XBFTY,0,playing_violin,val
8TZcN7vYW8E,0,playing_violin,test
8uzcz9as3Ow,2,playing_violin,train
8V2gWwavk00,5,playing_violin,train
8x_0idkMxbk,5,playing_violin,train
8yFGQK3fg_I,0,playing_violin,train
8zT9f3WprTY,0,playing_violin,train
9-_m04dlwsM,0,playing_violin,val
9dc7xjMXrQ4,0,playing_violin,train
9FzEVy2YrWE,0,playing_violin,train
9iX2zII5UVw,0,playing_violin,train
9lxp6rDEUD4,0,playing_violin,test
9S_EuQ3mxBM,0,playing_violin,test
9Srnaag2tCo,0,playing_violin,train
9uxt7KfzYAs,0,playing_violin,train
9VDtaUhOW2o,0,playing_violin,test
9vqhXud2aos,0,playing_violin,train
9ZFgwiAZzWg,0,playing_violin,train
10RkjPIguAY,0,playing_violin,train
16DCCYYdgmg,0,playing_violin,test
17ivLGFukBc,5,playing_violin,train
26Ti4i2BNdM,0,playing_violin,train
41HkJUS2t8Y,2,playing_violin,train
45OqV0DlKGk,0,playing_violin,train
51CsCGm7nQc,0,playing_violin,train
52gZKC7x3uA,5,playing_violin,train
60U-HN7K6-w,0,playing_violin,train
63oKr50vbh0,0,playing_violin,train
63udpxlsx5I,0,playing_violin,train
74BDV0z_bvw,0,playing_violin,train
81bH4bLlIIE,5,playing_violin,train
567Wla8mdJw,5,playing_violin,train
972YYivcGF0,2,playing_violin,val
4210qqkTJFo,0,playing_violin,train
A4EWpEPWYag,0,playing_violin,train
A7vug1WTW8E,0,playing_violin,train
AA_XVhso6IU,0,playing_violin,train
ADj0oKw5lUk,0,playing_violin,train
AF3kUFbe998,0,playing_violin,train
AF12ZPv8tek,0,playing_violin,train
Ahk81WMlhSs,0,playing_violin,val
AIHAxS9csrI,0,playing_violin,test
AtTsBqHmtHU,0,playing_violin,train
AvC3EQDZPk0,0,playing_violin,train
AYiactWYCrc,0,playing_violin,train
B0YrovPFxdI,0,playing_violin,train
B5Fl3xCliMA,0,playing_violin,val
B9hMF_Eq-F8,2,playing_violin,test
BGBhdmaeIjE,0,playing_violin,train
BH7GgB5Xf-Y,0,playing_violin,test
BMhnTdy-A0M,0,playing_violin,train
BmjMn_XS9S4,0,playing_violin,train
Bnyj8gKl9v4,0,playing_violin,train
BPlzQl2Cy48,3,playing_violin,train
Bv9HACDG83Y,0,playing_violin,val
Bx_Qs_rl754,0,playing_violin,train
C7OFEkOdODo,0,playing_violin,train
ChEmnsjAkkY,0,playing_violin,train
Cj9e0kCZ31w,0,playing_violin,val
CkcGPy20OnE,2,playing_violin,test
CpCS3B8XFK4,2,playing_violin,train
CpQwk6A0AWU,0,playing_violin,train
CS6gtfNSJ1E,0,playing_violin,train
CY6U0_vGc1E,0,playing_violin,train
D_0lOt5L-aU,0,playing_violin,train
DBn0Ggw6ATs,0,playing_violin,train
DdU7S1lnZM4,0,playing_violin,train
De6LfSPVEeA,0,playing_violin,test
DgO8I96gEXo,0,playing_violin,train
Di1F8GUvEtg,0,playing_violin,train
DJrbJW3TG9k,0,playing_violin,train
DK-yKlQPSR0,0,playing_violin,train
DlGNHX9er3Y,0,playing_violin,train
DPMEoIfxrZY,0,playing_violin,train
DRGD6sMSGKw,0,playing_violin,val
Drrnln7D-Ew,0,playing_violin,test
DSl6ZNhg4i0,0,playing_violin,test
Duk5ikgbUfU,0,playing_violin,train
DuQ3Xpb8Leg,0,playing_violin,train
DWj7WUnXPWU,0,playing_violin,test
DY9Xm0boaeA,0,playing_violin,train
E-G6U1bpxME,0,playing_violin,test
E01buze8l3k,0,playing_violin,train
E4y39bvwROM,4,playing_violin,val
EbohwNbt6Ds,0,playing_violin,train
EE6HNe0Y3h4,0,playing_violin,test
EEP5HPxGivo,0,playing_violin,train
EFKRvfkyyxE,0,playing_violin,train
EI1IiU1AvbM,3,playing_violin,train
EpQbUL3o7NQ,0,playing_violin,train
ER3udhm3ORs,0,playing_violin,train
EsFDIkzs8qA,0,playing_violin,train
F0y4iL0gnpI,0,playing_violin,train
F8416Wv2ayc,0,playing_violin,val
FcRado1unf4,3,playing_violin,train
Fib4s_p7oaE,0,playing_violin,train
FIpCyWCy9Qc,0,playing_violin,val
FjlzESbCu3M,5,playing_violin,train
fJNauQt9Di0,0,playing_violin,test
FLU4hbBTFVU,0,playing_violin,val
FwVYUHKoLtQ,2,playing_violin,train
FYpqKaKmtfU,0,playing_violin,train
FzfmkWFl16g,0,playing_violin,val
G-KeLQQ-84k,0,playing_violin,train
GBFAkHGUDWQ,0,playing_violin,train
GHsxZzFthRU,0,playing_violin,val
GJchm5m3CaM,5,playing_violin,val
GjMWh0gj1hg,5,playing_violin,train
GNfzkTzoWSo,0,playing_violin,train
GtoB6yHuhx0,3,playing_violin,val
Gu8xEEPJOms,0,playing_violin,train
Gv2hc6JP-5k,0,playing_violin,val
GzVYY0lCa_I,0,playing_violin,test
H9gFX3-HedA,0,playing_violin,val
HC9PNHiHk6U,0,playing_violin,train
HcEX6Sfc7GI,0,playing_violin,train
HdKF2nxsV9U,5,playing_violin,train
HLyeGb5Vux8,0,playing_violin,train
HnqXdu-HAKA,5,playing_violin,train
HnwAL8E_HUs,0,playing_violin,train
HQlV2jYCz5k,0,playing_violin,train
HrCuyJBt444,0,playing_violin,train
HsIbpDvGRus,0,playing_violin,val
Ht7w7_T_cck,3,playing_violin,train
HuzTP9tI23c,0,playing_violin,train
Hv46ZVtvWJQ,0,playing_violin,train
HVZO2O1lThQ,0,playing_violin,train
HWveffcspIc,0,playing_violin,test
HxGCeciaodY,0,playing_violin,test
HY4UcH1BAZ8,0,playing_violin,train
I3Hw5adoiHE,3,playing_violin,test
I4LhkIdUViw,0,playing_violin,train
Ibgc-DVgllI,0,playing_violin,val
IHaeb18ynFo,0,playing_violin,test
IhkA4_KpHSg,0,playing_violin,train
IHS3h8E7MaQ,0,playing_violin,train
In01nnhU46w,0,playing_violin,train
IOgX_sYAeOM,0,playing_violin,train
IqQE2gbMFNQ,0,playing_violin,val
Iv8ABlNLyU4,0,playing_violin,train
IW-ELVOdAjY,0,playing_violin,train
J0GF7AdrUas,0,playing_violin,train
J2L9eJ-h9DY,0,playing_violin,val
J72P6m8SWUA,0,playing_violin,test
JBf4YmzFvuI,0,playing_violin,train
JcXS1rZxQ9M,0,playing_violin,train
Je7Ons-UG-k,0,playing_violin,train
Jfsj9ZqDle0,2,playing_violin,train
JlmUCZKjkuY,0,playing_violin,val
JlRiZiq3_DQ,0,playing_violin,test
JPHLbRPXChk,2,playing_violin,train
JrjNd3mNj10,0,playing_violin,train
Jw6pN4bxo_Y,0,playing_violin,train
K5fKcdhqAYw,0,playing_violin,train
K6iYKdeTbmk,0,playing_violin,train
KhimfjfAP-U,0,playing_violin,val
KMfwplwvb0A,0,playing_violin,train
KoeyyYyLa4c,0,playing_violin,val
KsTCZBBW-Nw,0,playing_violin,train
KUdXkdiuJ68,0,playing_violin,train
Kvo7G-ngESo,0,playing_violin,train
KYyfDk7Z1RE,0,playing_violin,test
KZCPZ4P_Vmk,0,playing_violin,train
L_p4dsXsnlQ,5,playing_violin,train
L2aEgKAwKu0,0,playing_violin,train
L7zvN1IZClg,0,playing_violin,train
L8Hre74256I,0,playing_violin,train
LP8goVFFZys,0,playing_violin,train
LPaRBMnW6MI,0,playing_violin,train
LZ03Oc12LZg,0,playing_violin,train
Lzfve0wQpAI,0,playing_violin,train
M-0hZXynyC0,5,playing_violin,val
M0YY4aWfNMk,0,playing_violin,train
M2wTsp9XAcM,0,playing_violin,train
M78fX7KZiw0,0,playing_violin,train
Mx7Uy8OIm9A,0,playing_violin,train
OFgOfzR9f4A,3,playing_violin,train
QxppvtZYSn4,0,playing_violin,train
x5Ul2nJyq4c,0,playing_violin,test
0A8GDN9x_6Q,1,playing_glockenspiel,train
0ESYUQpaKR8,0,playing_glockenspiel,train
-0gYWIOfqdM,3,playing_glockenspiel,val
0iMTaEEq3_0,0,playing_glockenspiel,val
0iOyidK8FJ0,0,playing_glockenspiel,val
0IqPUUWnnd8,0,playing_glockenspiel,val
0LCJuezFrmA,3,playing_glockenspiel,train
0ZvbCKgkh3M,0,playing_glockenspiel,train
1Pj3SUrPpqs,3,playing_glockenspiel,train
1sU-714VebM,3,playing_glockenspiel,train
1uYD_SiusjE,1,playing_glockenspiel,test
1XgdKTfy1Pw,0,playing_glockenspiel,test
2CqLYwtb3Rk,3,playing_glockenspiel,train
2f_MMVvjBTQ,0,playing_glockenspiel,train
2FKC9GpKN0w,1,playing_glockenspiel,train
2niIOtYfozY,0,playing_glockenspiel,test
2oz40aXs0ug,2,playing_glockenspiel,test
2TFoNgCk6R4,0,playing_glockenspiel,val
2VF4sB9N0Y4,1,playing_glockenspiel,train
2WR20WVZGqU,0,playing_glockenspiel,train
3iLRESPd2EM,0,playing_glockenspiel,val
3oKU4vkcIto,0,playing_glockenspiel,train
3oRgfwIXPEE,0,playing_glockenspiel,train
3Wzf3ozYxdI,0,playing_glockenspiel,train
4jnOpT78B7o,0,playing_glockenspiel,train
4p8hJPMm3D4,5,playing_glockenspiel,train
4v3XfIpKpvE,5,playing_glockenspiel,train
4yCN1HMHgGE,0,playing_glockenspiel,train
5rQzpw4J7ss,0,playing_glockenspiel,train
5Ye1hx2Kltg,5,playing_glockenspiel,val
6EfT5x56jy0,0,playing_glockenspiel,train
6hvwzpRF-bw,0,playing_glockenspiel,test
6k54aEMkp-w,0,playing_glockenspiel,train
6ppswKv1mG0,4,playing_glockenspiel,train
6QAqkGOYYJM,0,playing_glockenspiel,train
6rWSh5otv3k,0,playing_glockenspiel,train
6sVEjiEbjSI,0,playing_glockenspiel,train
7a-Nmlmmp90,0,playing_glockenspiel,train
7GCnd50ObeM,0,playing_glockenspiel,train
7iCOW3XfWRo,0,playing_glockenspiel,train
7OQ3PRe4xJ8,0,playing_glockenspiel,train
7rVM43viFmY,0,playing_glockenspiel,train
7sYsxcdTcXY,2,playing_glockenspiel,test
8-P7ENDhg8U,5,playing_glockenspiel,train
8cf7x1LYtyU,5,playing_glockenspiel,test
8Em3WYBIE5M,0,playing_glockenspiel,train
8HVrgMqRRDc,0,playing_glockenspiel,train
8jlPPKN3VBY,0,playing_glockenspiel,test
8mOti9sfl60,5,playing_glockenspiel,val
8ytjUazIdno,0,playing_glockenspiel,train
9ifQTjiMU5w,0,playing_glockenspiel,val
9iVXo63CIDk,0,playing_glockenspiel,train
9T1_xLVfPAI,0,playing_glockenspiel,train
9YjfvZmNQxU,0,playing_glockenspiel,val
9z7Mq9oJnVQ,0,playing_glockenspiel,val
06v9SZXB004,0,playing_glockenspiel,train
10GIEUSzTzg,5,playing_glockenspiel,train
14infjA291s,0,playing_glockenspiel,train
17wuoOULeY0,0,playing_glockenspiel,train
31xr0iKs6aM,0,playing_glockenspiel,test
47-VnuK3CSY,0,playing_glockenspiel,val
48SQ8pSuHlM,2,playing_glockenspiel,test
621RqifOlNo,0,playing_glockenspiel,train
65RSSp0sA98,0,playing_glockenspiel,train
69pGYTYSEug,0,playing_glockenspiel,train
723nQYKZgtY,0,playing_glockenspiel,train
8082eX53org,4,playing_glockenspiel,train
82ZhVJeu4rI,0,playing_glockenspiel,test
97YTICvmlAU,1,playing_glockenspiel,train
A1tQmvh2v4k,0,playing_glockenspiel,train
A2VrOi75_jg,0,playing_glockenspiel,train
A9LUV-RADRw,0,playing_glockenspiel,train
AadBm2gtUM4,0,playing_glockenspiel,test
AdUD8NtDNpQ,0,playing_glockenspiel,train
amEW4O2Z350,0,playing_glockenspiel,val
BG23o0x_Qeg,0,playing_glockenspiel,val
BhR74IRNrj4,0,playing_glockenspiel,val
BIdHpHU42Ak,5,playing_glockenspiel,train
-bphV2LJ19k,0,playing_glockenspiel,train
BqHjakBDaDA,0,playing_glockenspiel,train
BQt2tShMHLs,0,playing_glockenspiel,train
BrK7gznkSwU,0,playing_glockenspiel,train
ccpH-zjLrss,0,playing_glockenspiel,train
